player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned
Davis Allen,TE,LAR,1,2.2,1.3,12,12,9.2,0.2,0,2.2,2.2,3123267,CBS,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,1,1.6,1.2,11.8,11.8,9.8,0.1,0,1.6,1.6,3122914,CBS,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,PHI,1,2.3,1.3,15.1,15.1,11.6,0.1,0,1.6,1.6,2247146,CBS,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,JAC,1,1.7,1.3,12.8,12.8,9.9,0.1,0,1.6,1.6,2867428,CBS,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,1,1.7,1.3,15.5,15.5,11.9,0.1,0,1.6,1.6,2804129,CBS,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,1,1.8,1.4,11.5,11.5,8.2,0.1,0,1.6,1.6,2965446,CBS,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,1,1.6,1.3,14.2,14.2,10.9,0.1,0,1.6,1.6,3129283,CBS,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,1,2.5,1.7,17.3,17.3,10.2,0.1,0,1.6,1.6,26696189,CBS,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Ouzts,RB,SEA,1,1.8,1.2,13,13,10.8,0.1,0,1.6,1.6,26697728,CBS,17215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,1,1.9,1.4,12.3,12.3,8.8,0.1,0,1.6,1.6,2969027,CBS,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,1,1.9,1.2,10,10,8.3,0.1,0.1,1.4,1.4,2961743,CBS,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,1,1.1,0.8,7.1,7.1,8.9,0.1,0,0.6,0.6,2867599,CBS,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,NYG,1,0.8,0.6,5.1,5.1,8.5,0.1,0,0.6,0.6,2167520,CBS,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,1,0.8,0.7,5.7,5.7,8.1,0.1,0,0.6,0.6,2964419,CBS,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,1,1.5,1,9.1,9.1,9.1,0.1,0,0.6,0.6,2818622,CBS,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,1,0.9,0.7,8,8,11.4,0.1,0,0.6,0.6,2967413,CBS,16796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,1,0.7,0.6,8.5,8.5,14.2,0.1,0,0.6,0.6,2866273,CBS,15795,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jackson Hawes,TE,BUF,1,0.8,0.6,7.3,7.3,12.2,0.1,0,0.6,0.6,3135324,CBS,17213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,1,0.9,0.7,6.5,6.5,9.3,0.1,0,0.6,0.6,3168647,CBS,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,1,1.1,0.7,8.3,8.3,11.9,0.1,0,0.6,0.6,2968469,CBS,16218,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,1,1,1,7.4,7.4,7.4,0.1,0,0.6,0.6,2977285,CBS,16474,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,1,1.1,0.8,7,7,8.8,0.1,0,0.6,0.6,2182228,CBS,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,1,1.5,0.9,8.7,8.7,9.7,0.1,0,0.6,0.6,2968473,CBS,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,1,1,0.7,7.2,7.2,10.3,0.1,0,0.6,0.6,3123819,CBS,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,1,1.3,0.9,7.4,7.4,8.2,0.1,0,0.6,0.6,2867522,CBS,14871,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SEA,1,0.8,0.7,5.6,5.6,8,0.1,0,0.6,0.6,2001018,CBS,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,1,1.2,0.8,9,9,11.3,0.1,0,0.6,0.6,2186345,CBS,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,9,7,71,NA,NA,0,NA,NA,NA,4432665,ESPN,16641,0,1,0,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,10,7,68,NA,NA,0,NA,NA,NA,4361307,ESPN,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3040151,ESPN,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,7,5,50,NA,NA,0,NA,NA,NA,4430027,ESPN,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,7,5,43,NA,NA,0,NA,NA,NA,4036133,ESPN,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KCC,NA,6,5,46,NA,NA,0,NA,NA,NA,15847,ESPN,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,6,4,42,NA,NA,0,NA,NA,NA,3123076,ESPN,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,4,3,29,NA,NA,0,NA,NA,NA,3116365,ESPN,13671,0,1,0,NA,NA,NA,NA,NA,NA
Evan Engram,TE,DEN,NA,4,3,25,NA,NA,0,NA,NA,NA,3051876,ESPN,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,6,4,46,NA,NA,0,NA,NA,NA,4431459,ESPN,17102,1,3,0,NA,NA,NA,NA,NA,NA
Colston Loveland,TE,CHI,NA,3,2,18,NA,NA,0,NA,NA,NA,4723086,ESPN,17104,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,6,4,50,NA,NA,0,NA,NA,NA,4572680,ESPN,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,5,4,38,NA,NA,0,NA,NA,NA,3121023,ESPN,13674,0,0,0,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,7,5,48,NA,NA,0,NA,NA,NA,4242355,ESPN,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,5,3,38,NA,NA,0,NA,NA,NA,4385690,ESPN,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,5,3,38,NA,NA,0,NA,NA,NA,3046439,ESPN,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts Sr.,TE,ATL,NA,6,3,46,NA,NA,0,NA,NA,NA,4360248,ESPN,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,5,4,32,NA,NA,0,NA,NA,NA,15835,ESPN,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,5,3,31,NA,NA,0,NA,NA,NA,4430539,ESPN,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,5,4,41,NA,NA,0,NA,NA,NA,3054212,ESPN,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2576925,ESPN,12263,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,6,4,43,NA,NA,0,NA,NA,NA,4360635,ESPN,15889,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Taylor,TE,NYJ,NA,3,2,24,NA,NA,0,NA,NA,NA,4808766,ESPN,17106,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,4,3,28,NA,NA,0,NA,NA,NA,4243331,ESPN,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,4,3,31,NA,NA,0,NA,NA,NA,4361411,ESPN,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,5,3,37,NA,NA,0,NA,NA,NA,3117256,ESPN,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,4,3,28,NA,NA,0,NA,NA,NA,4429148,ESPN,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Arroyo,TE,SEA,NA,2,2,19,NA,NA,0,NA,NA,NA,4678006,ESPN,17108,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,4,3,28,NA,NA,0,NA,NA,NA,2573401,ESPN,12678,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,7,5,46,NA,NA,0,NA,NA,NA,3929645,ESPN,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,4,3,27,NA,NA,0,NA,NA,NA,3116164,ESPN,13672,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,3,2,28,NA,NA,0,NA,NA,NA,4361050,ESPN,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,4,3,28,NA,NA,0,NA,NA,NA,4431588,ESPN,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,3,2,24,NA,NA,0,NA,NA,NA,4036131,ESPN,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,3,2,20,NA,NA,0,NA,NA,NA,4576297,ESPN,16723,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,3,2,20,NA,NA,0,NA,NA,NA,4429086,ESPN,16212,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,0,0,2,NA,NA,0,NA,NA,NA,4690923,ESPN,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrance Ferguson,TE,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4570037,ESPN,17107,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,2,2,17,NA,NA,0,NA,NA,NA,3127292,ESPN,13763,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KCC,NA,3,2,19,NA,NA,0,NA,NA,NA,4240472,ESPN,15337,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunnar Helm,TE,TEN,NA,2,1,13,NA,NA,0,NA,NA,NA,4686728,ESPN,17105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin Jr.,TE,CLE,NA,5,4,35,NA,NA,0,NA,NA,NA,5083076,ESPN,17103,0,1,0,NA,NA,NA,NA,NA,NA
Oronde Gadsden II,TE,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4595342,ESPN,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,2,1,15,NA,NA,0,NA,NA,NA,3930086,ESPN,14143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,2,2,16,NA,NA,0,NA,NA,NA,3043275,ESPN,12677,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,3,2,20,NA,NA,0,NA,NA,NA,4258595,ESPN,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,2,1,13,NA,NA,0,NA,NA,NA,4428085,ESPN,16215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,LAC,NA,1,1,9,NA,NA,0,NA,NA,NA,3915486,ESPN,13675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,2,1,10,NA,NA,0,NA,NA,NA,4372780,ESPN,15332,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4426496,ESPN,16642,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3843945,ESPN,14239,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1,1,9,NA,NA,0,NA,NA,NA,4426844,ESPN,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julian Hill,TE,MIA,NA,2,2,17,NA,NA,0,NA,NA,NA,4365395,ESPN,16425,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,2,1,11,NA,NA,0,NA,NA,NA,3911853,ESPN,14870,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1,1,7,NA,NA,0,NA,NA,NA,3921690,ESPN,14209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1,1,7,NA,NA,0,NA,NA,NA,4372096,ESPN,16221,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,JAC,NA,1,0,4,NA,NA,0,NA,NA,NA,3052096,ESPN,13940,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,0,0,3,NA,NA,0,NA,NA,NA,4241374,ESPN,15804,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,1,0,4,NA,NA,0,NA,NA,NA,4048228,ESPN,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,1,1,9,NA,NA,0,NA,NA,NA,4361372,ESPN,15796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,6.5,70,NA,NA,0.3,0,9,NA,22955,FantasyPros,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,6.8,66.3,NA,NA,0.3,0,8.3,NA,22936,FantasyPros,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,4.9,53.5,NA,NA,0.4,0,7.4,NA,22978,FantasyPros,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,NA,4.2,53.4,NA,NA,0.3,0,7.4,NA,25298,FantasyPros,16222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Warren,TE,IND,NA,NA,4.7,47,NA,NA,0.3,0.1,6.6,NA,26434,FantasyPros,17102,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,4.4,44.8,NA,NA,0.3,0,6.3,NA,11594,FantasyPros,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,4.2,42.5,NA,NA,0.3,0,5.8,NA,19562,FantasyPros,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,4.7,43,NA,NA,0.3,0,5.8,NA,22718,FantasyPros,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.3,41.8,NA,NA,0.2,0,5.5,NA,18290,FantasyPros,14138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,2.9,34.6,NA,NA,0.3,0,5.5,NA,17269,FantasyPros,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts Sr.,TE,ATL,NA,NA,3.3,41.7,NA,NA,0.2,0,5.4,NA,20164,FantasyPros,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,NA,3.8,34.4,NA,NA,0.3,0,5.3,NA,11689,FantasyPros,11247,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,NA,4,41.2,NA,NA,0.2,0,5.2,NA,23982,FantasyPros,15889,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,3.2,34.8,NA,NA,0.3,0,5,NA,15561,FantasyPros,12676,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.7,39.1,NA,NA,0.2,0,5,NA,17270,FantasyPros,13674,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.6,35.6,NA,NA,0.2,0,4.8,NA,16399,FantasyPros,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.4,35,NA,NA,0.2,0,4.7,NA,17349,FantasyPros,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.4,33.9,NA,NA,0.2,0,4.7,NA,20163,FantasyPros,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,PIT,NA,NA,3.3,32,NA,NA,0.3,0,4.7,NA,16460,FantasyPros,13193,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harold Fannin Jr.,TE,CLE,NA,NA,3.9,36.7,NA,NA,0.2,0,4.6,NA,27050,FantasyPros,17103,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,3,30.5,NA,NA,0.2,0,4.2,NA,25247,FantasyPros,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,CIN,NA,NA,3.3,32.9,NA,NA,0.1,0,4.1,NA,17527,FantasyPros,14137,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,2.8,28,NA,NA,0.2,0,4.1,NA,23181,FantasyPros,15802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,NA,3,29.4,NA,NA,0.2,0,4,NA,25345,FantasyPros,16269,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,3,28.6,NA,NA,0.2,0,4,NA,24334,FantasyPros,16643,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,2.8,27.9,NA,NA,0.2,0,3.9,NA,19229,FantasyPros,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.1,25,NA,NA,0.2,0,3.9,NA,23781,FantasyPros,15798,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,NA,2.6,28.7,NA,NA,0.2,0,3.8,NA,23104,FantasyPros,16649,NA,NA,NA,NA,NA,NA,NA,NA,NA
