player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,fumble_TD
James Cook,RB,BUF,1,15.8,81,5.1,0.4,2.4,2.1,18.9,18.9,9,0.1,0.1,11.8,11.8,2975698,CBS,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,CAR,1,15.8,76.3,4.8,0.5,2.6,2.1,15.3,15.3,7.3,0.1,0.1,11.4,11.4,2252798,CBS,14823,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,1,16.8,70.9,4.2,0.6,2.9,2.2,9.5,9.5,4.3,0.1,0.2,10.8,10.8,2961719,CBS,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,1,10.2,44.5,4.4,0.3,3.2,2.8,22.6,22.6,8.1,0.5,0.1,10.6,10.6,3121207,CBS,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,1,14.1,57.6,4.1,0.5,3.8,3,19,19,6.3,0.3,0.1,10.6,10.6,28874008,CBS,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,1,13.5,65.5,4.9,0.4,3.6,2.5,17.7,17.7,7.1,0.2,0.1,10.4,10.4,2809206,CBS,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,1,14.8,55.9,3.8,0.4,2.7,1.8,20.1,20.1,11.2,0.2,0.1,10.4,10.4,3171045,CBS,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,1,12.9,64.1,5,0.3,3,2.6,20.6,20.6,7.9,0.1,0.1,10.2,10.2,3126535,CBS,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,1,13,58.9,4.5,0.3,3.6,2.7,26.5,26.5,9.8,0.2,0.1,9.8,9.8,3123469,CBS,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,1,15.9,58.4,3.7,0.8,2.1,1.5,8.4,8.4,5.6,0,0.1,9.6,9.6,28878286,CBS,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,1,14.2,56.3,4,0.3,5,3.8,24.1,24.1,6.3,0.1,0.1,9.2,9.2,2965160,CBS,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kimani Vidal,RB,LAC,1,12.8,52.4,4.1,0.5,2.1,1.5,8,8,5.3,0.2,0.1,9,9,3163421,CBS,16757,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,1,11.4,44.2,3.9,0.3,3.2,3.1,29,29,9.4,0.2,0.1,8.8,8.8,26693770,CBS,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,KC,1,10.9,43.8,4,0.7,1.6,1.3,9.3,9.3,7.2,0.1,0.1,8.6,8.6,2079567,CBS,13138,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,1,12.6,50.4,4,0.4,2.2,1.9,15.9,15.9,8.4,0,0.1,8.2,8.2,3121372,CBS,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,1,12.3,55.8,4.5,0.2,2.7,2,17.5,17.5,8.8,0.1,0.1,7.6,7.6,2871710,CBS,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,1,8.3,41.1,5,0.5,2,1.6,13.9,13.9,8.7,0,0.2,7.6,7.6,3125832,CBS,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,1,7.8,44.7,5.7,0.4,1.9,1.5,5.9,5.9,3.9,0.1,0,7,7,26725939,CBS,16390,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Neal,RB,NO,1,11.7,47,4,0.2,3.2,2.6,19,19,7.3,0.1,0.1,6.6,6.6,26703005,CBS,17046,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,MIN,1,10.3,42.8,4.2,0.2,3.5,2.3,17.2,17.2,7.5,0.1,0.1,6.6,6.6,2071937,CBS,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,1,8.4,35.6,4.2,0.3,2.1,1.9,12.4,12.4,6.5,0.1,0,6.4,6.4,3169147,CBS,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zonovan Knight,RB,ARI,1,10.8,38.6,3.6,0.4,2.6,1.9,13.8,13.8,7.3,0,0.1,6.2,6.2,3121860,CBS,15727,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,1,6.8,32,4.7,0.4,0.6,0.5,2.7,2.7,5.4,0.1,0,6,6,3168416,CBS,16166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,1,8.4,31.8,3.8,0.5,0.9,0.8,4.9,4.9,6.1,0,0,6,6,2975590,CBS,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,1,9.1,29.8,3.3,0.5,1.6,1.4,10.2,10.2,7.3,0,0,6,6,3123810,CBS,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,1,11.7,45.5,3.9,0.2,3.2,2.3,19.4,19.4,8.4,0,0.1,6,6,2963637,CBS,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,1,9,36.8,4.1,0.4,1.5,1,7.9,7.9,7.9,0.1,0,6,6,26732838,CBS,17052,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,1,7.4,28.7,3.9,0.2,3.6,3.1,22.3,22.3,7.2,0.1,0,5.8,5.8,3122588,CBS,16165,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Monangai,RB,CHI,1,10.5,45.5,4.3,0.3,1.5,0.9,9,9,10,0,0,5.8,5.8,3177368,CBS,17066,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Rodriguez Jr.,RB,WAS,1,10.1,44.3,4.4,0.3,0.1,0.1,0.4,0.4,4,0,0,5.8,5.8,2964667,CBS,16174,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PIT,1,7.8,36.2,4.6,0.2,3.2,2.8,15.9,15.9,5.7,0.1,0.1,5.6,5.6,2968948,CBS,15255,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,1,10.7,38.6,3.6,0.3,2.6,2.1,13.1,13.1,6.2,0,0.1,5.6,5.6,2184011,CBS,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,1,9.6,40.1,4.2,0.3,1.6,1.4,9.7,9.7,6.9,0,0.1,5.6,5.6,2261252,CBS,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,1,8.3,35.3,4.3,0.2,2.2,1.6,9,9,5.6,0.1,0,4.8,4.8,2966551,CBS,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emanuel Wilson,RB,GB,1,9,37.7,4.2,0.3,1.3,1.1,8.4,8.4,7.6,0,0,4.8,4.8,29104952,CBS,16432,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,NYG,1,9.6,34.2,3.6,0.2,0.7,0.6,4.7,4.7,7.8,0,0,4.2,4.2,2241251,CBS,14080,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Corum,RB,LAR,1,8.1,34,4.2,0.2,0.4,0.2,0.8,0.8,4,0,0,4.2,4.2,3169252,CBS,16593,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,1,10,39.6,4,0.2,1.2,1.1,4.3,4.3,3.9,0,0.1,4,4,2967536,CBS,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,1,8,32.6,4.1,0.2,1.1,0.8,5.7,5.7,7.1,0,0.1,4,4,3126952,CBS,17256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,ARI,1,6.8,24.5,3.6,0.1,1.9,1.5,10.4,10.4,6.9,0,0,3.6,3.6,2804075,CBS,15258,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,1,5.8,30.7,5.3,0.1,1.6,1.2,9.3,9.3,7.8,0,0,3.6,3.6,26718641,CBS,16752,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,1,5.3,38.6,7.3,0.1,0.6,0.5,5.2,5.2,10.4,0,0,3.6,3.6,3164710,CBS,16178,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,1,3.6,16.3,4.5,0.1,1.6,1.1,16.4,16.4,14.9,0.1,0,3.2,3.2,2179323,CBS,14095,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,1,4.4,18.1,4.1,0.2,2.1,1.7,14.6,14.6,8.6,0,0,3.2,3.2,28908905,CBS,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,1,5.7,23.6,4.1,0.2,1.2,0.8,3.9,3.9,4.9,0,0,3.2,3.2,2131579,CBS,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,1,5.9,23.3,4,0.2,0.4,0.3,2.5,2.5,8.3,0,0,3.2,3.2,2741207,CBS,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,1,5.6,24.1,4.3,0.1,2.1,1.6,9.2,9.2,5.8,0.1,0,3.2,3.2,2865693,CBS,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,1,4.7,15.5,3.3,0.2,0.4,0.3,1.8,1.8,6,0.1,0,2.8,2.8,28873887,CBS,17059,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brashard Smith,RB,KC,1,3.1,11.5,3.7,0.1,1.9,1.4,13.1,13.1,9.4,0,0,2.6,2.6,26694196,CBS,17049,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,1,4.4,27.3,6.2,0.1,0.2,0.1,0.5,0.5,5,0,0.1,2.4,2.4,3162021,CBS,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,LV,1,4.1,17.5,4.3,0.2,1.2,1,7.8,7.8,7.8,0,0,2.2,2.2,2174957,CBS,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,1,3.1,8.1,2.6,0,1.9,1.6,13.2,13.2,8.3,0.2,0,2.2,2.2,28912068,CBS,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Davis,RB,DAL,1,3.1,13,4.2,0.1,0.9,0.6,5.3,5.3,8.8,0,0,1.6,1.6,2773009,CBS,15738,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,1,3.4,19.4,5.7,0.1,1.5,1.1,9.8,9.8,8.9,0,0,1.6,1.6,2139987,CBS,13143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,FB,SF,1,0.2,0.2,1,0,1.6,1.3,12.8,12.8,9.9,0.1,0,1.6,1.6,1683145,CBS,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,CIN,1,2.5,13.6,5.4,0.1,1,0.8,6.7,6.7,8.4,0,0.1,1.4,1.4,2131148,CBS,13133,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,1,2.9,11.1,3.8,0.1,0.7,0.5,3.8,3.8,7.6,0,0.1,1.4,1.4,26726580,CBS,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,1,3.1,10.5,3.4,0.1,0.5,0.5,4.5,4.5,9,0,0.2,1.2,1.2,3131661,CBS,16608,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,1,1.7,10.2,6,0,0.4,0.3,2,2,6.7,0,0,1,1,2964372,CBS,16385,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,PHI,1,2.2,10.1,4.6,0,0.1,0.1,1.3,1.3,13,0,0,1,1,2867083,CBS,14805,NA,NA,NA,NA,NA,NA,NA,NA,NA
Audric Estime,RB,NO,1,1.8,7.1,3.9,0.1,0.1,0.1,0.3,0.3,3,0,0,0.6,0.6,26713577,CBS,16595,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarquez Hunter,RB,LAR,1,1.9,8,4.2,0.1,0.1,0.1,0.8,0.8,8,0,0,0.6,0.6,26700820,CBS,17064,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan James,RB,SF,1,1.9,6.7,3.5,0.1,0.2,0.1,1.5,1.5,15,0,0,0.6,0.6,28916212,CBS,17055,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,FB,BAL,1,0.2,0.7,3.5,0,0.3,0.2,1.7,1.7,8.5,0.1,0,0.6,0.6,2818911,CBS,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NYJ,1,0.1,0.1,1,0,0.4,0.3,1.7,1.7,5.7,0.1,0,0.6,0.6,2131774,CBS,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalel Mullings,RB,TEN,1,1.5,5.6,3.7,0.1,0.2,0.1,1.3,1.3,13,0,0,0.6,0.6,3169471,CBS,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Hull,RB,NO,1,1.8,7.1,3.9,0.1,0.2,0.1,1.2,1.2,12,0,0,0.6,0.6,3124679,CBS,16180,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrell Jennings,RB,NE,1,1.9,8.7,4.6,0.1,0.1,0.1,0.8,0.8,8,0,0,0.6,0.6,3133899,CBS,16957,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,1,1.9,8.2,4.3,0.1,0.2,0.2,2.2,2.2,11,0,0,0.6,0.6,2964154,CBS,16688,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,IND,1,2,9.8,4.9,0.1,0.6,0.5,3.7,3.7,7.4,0,0,0.6,0.6,1824308,CBS,12155,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Giddens,RB,IND,1,2,8.7,4.4,0.1,0.1,0.1,0.8,0.8,8,0,0,0.6,0.6,26695679,CBS,17060,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,17,78,NA,1,6,4,40,NA,NA,0,NA,NA,NA,4430807,ESPN,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,17,79,NA,0,4,3,26,NA,NA,0,NA,NA,NA,3929630,ESPN,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,15,74,NA,1,6,5,34,NA,NA,0,NA,NA,NA,4429795,ESPN,16162,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,19,76,NA,1,7,6,52,NA,NA,0,NA,NA,NA,3117251,ESPN,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Jeanty,RB,LV,NA,15,64,NA,0,6,4,30,NA,NA,0,NA,NA,NA,4890973,ESPN,17042,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,20,97,NA,1,6,5,41,NA,NA,0,NA,NA,NA,4429160,ESPN,16167,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,RB,IND,NA,20,96,NA,1,4,3,20,NA,NA,0,NA,NA,NA,4242335,ESPN,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,GB,NA,18,69,NA,1,4,3,26,NA,NA,0,NA,NA,NA,4047365,ESPN,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,19,99,NA,1,2,2,20,NA,NA,0,NA,NA,NA,3043078,ESPN,12626,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bucky Irving,RB,TB,NA,11,50,NA,0,3,3,19,NA,NA,0,NA,NA,NA,4596448,ESPN,16598,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Brown,RB,CIN,NA,14,59,NA,0,5,4,27,NA,NA,0,NA,NA,NA,4362238,ESPN,16181,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,15,66,NA,1,3,2,15,NA,NA,0,NA,NA,NA,4430737,ESPN,15710,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook III,RB,BUF,NA,20,92,NA,1,3,2,17,NA,NA,0,NA,NA,NA,4379399,ESPN,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA
Omarion Hampton,RB,LAC,NA,14,55,NA,0,3,2,16,NA,NA,0,NA,NA,NA,4685382,ESPN,17044,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3054850,ESPN,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,6,24,NA,0,2,2,9,NA,NA,0,NA,NA,NA,4241416,ESPN,15261,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3045147,ESPN,13146,NA,NA,NA,NA,NA,NA,NA,NA,NA
TreVeyon Henderson,RB,NE,NA,13,75,NA,1,3,3,20,NA,NA,0,NA,NA,NA,4432710,ESPN,17043,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,RB,SEA,NA,17,71,NA,1,2,2,14,NA,NA,0,NA,NA,NA,4567048,ESPN,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,18,82,NA,0,3,3,25,NA,NA,0,NA,NA,NA,4427366,ESPN,15708,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,CHI,NA,12,49,NA,0,3,2,19,NA,NA,0,NA,NA,NA,4259545,ESPN,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,TEN,NA,12,44,NA,0,3,3,15,NA,NA,0,NA,NA,NA,3916148,ESPN,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,9,39,NA,0,3,2,15,NA,NA,0,NA,NA,NA,4035538,ESPN,14071,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones Sr.,RB,MIN,NA,12,52,NA,0,5,3,24,NA,NA,0,NA,NA,NA,3042519,ESPN,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA
RJ Harvey,RB,DEN,NA,13,64,NA,0,3,3,22,NA,NA,0,NA,NA,NA,4568490,ESPN,17068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KCC,NA,10,47,NA,0,2,2,11,NA,NA,0,NA,NA,NA,4361529,ESPN,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrone Tracy Jr.,RB,NYG,NA,13,53,NA,0,4,3,22,NA,NA,0,NA,NA,NA,4360516,ESPN,16747,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,15,74,NA,1,2,2,12,NA,NA,0,NA,NA,NA,4569987,ESPN,15742,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacory Croskey-Merritt,RB,WAS,NA,8,28,NA,0,1,1,6,NA,NA,0,NA,NA,NA,4575131,ESPN,17256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3068267,ESPN,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241985,ESPN,14800,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,9,51,NA,1,2,2,13,NA,NA,0,NA,NA,NA,4569173,ESPN,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DAL,NA,17,70,NA,1,3,3,15,NA,NA,0,NA,NA,NA,4361579,ESPN,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kaleb Johnson,RB,PIT,NA,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4819231,ESPN,17048,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Skattebo,RB,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4696981,ESPN,17045,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Mason,RB,MIN,NA,9,40,NA,0,1,0,3,NA,NA,0,NA,NA,NA,4360569,ESPN,15972,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne Jr.,RB,JAC,NA,14,70,NA,0,3,2,21,NA,NA,0,NA,NA,NA,4239996,ESPN,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,PHI,NA,2,10,NA,0,0,0,1,NA,NA,0,NA,NA,NA,4429013,ESPN,16164,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bhayshul Tuten,RB,JAC,NA,8,38,NA,0,1,1,5,NA,NA,0,NA,NA,NA,4882093,ESPN,17052,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,11,42,NA,1,1,1,5,NA,NA,0,NA,NA,NA,4426385,ESPN,16169,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,HOU,NA,5,21,NA,0,2,1,10,NA,NA,0,NA,NA,NA,3128720,ESPN,13610,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,1,3,NA,0,1,1,4,NA,NA,0,NA,NA,NA,4372019,ESPN,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,10,43,NA,0,3,3,19,NA,NA,0,NA,NA,NA,4429275,ESPN,16594,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,5,23,NA,0,2,2,10,NA,NA,0,NA,NA,NA,4697815,ESPN,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaydon Blue,RB,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685279,ESPN,17069,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,9,36,NA,0,1,1,7,NA,NA,0,NA,NA,NA,4373626,ESPN,15712,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braelon Allen,RB,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685247,ESPN,16596,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4241457,ESPN,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Sampson,RB,CLE,NA,3,12,NA,0,2,2,14,NA,NA,0,NA,NA,NA,5081397,ESPN,17047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinshon Judkins,RB,CLE,NA,19,75,NA,0,2,1,8,NA,NA,0,NA,NA,NA,4685702,ESPN,17051,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116385,ESPN,13131,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,1,4,NA,0,0,0,2,NA,NA,0,NA,NA,NA,4429501,ESPN,16603,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,1,4,NA,0,0,0,3,NA,NA,0,NA,NA,NA,4431545,ESPN,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ollie Gordon II,RB,MIA,NA,6,25,NA,0,1,0,3,NA,NA,0,NA,NA,NA,4711533,ESPN,17059,NA,NA,NA,NA,NA,NA,NA,NA,NA
Woody Marks,RB,HOU,NA,14,53,NA,0,2,2,15,NA,NA,0,NA,NA,NA,4429059,ESPN,17053,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4360238,ESPN,15717,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendre Miller,RB,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4599739,ESPN,16171,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson Jr.,RB,SF,NA,7,28,NA,0,1,1,6,NA,NA,0,NA,NA,NA,4241474,ESPN,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA
