team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
LAC,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,-16024,DST,Chargers D/ST,0,1,327,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,1,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,-16018,DST,Saints D/ST,0,1,386,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,NA,3,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0532,-16034,DST,Texans D/ST,0,1,313,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0508,-16010,DST,Titans D/ST,1,1,326,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,-16023,DST,Steelers D/ST,1,1,390,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,2,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,-16011,DST,Colts D/ST,1,1,330,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0506,-16004,DST,Bengals D/ST,0,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0526,-16001,DST,Falcons D/ST,0,1,325,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0522,-16008,DST,Lions D/ST,0,1,345,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0521,-16003,DST,Bears D/ST,0,1,419,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,2,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,-16015,DST,Dolphins D/ST,0,1,367,367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,-16005,DST,Browns D/ST,0,1,377,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1,NA,2,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,-16027,DST,Buccaneers D/ST,1,1,326,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,-16002,DST,Bills D/ST,1,1,354,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0513,-16013,DST,Raiders D/ST,0,0,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0518,-16021,DST,Eagles D/ST,1,1,325,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,-16025,DST,49ers D/ST,1,1,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,-16009,DST,Packers D/ST,1,1,313,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1,NA,2,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0517,-16019,DST,Giants D/ST,1,1,362,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0509,-16030,DST,Jaguars D/ST,0,0,361,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0515,-16026,DST,Seahawks D/ST,1,1,364,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0,NA,1,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0504,-16017,DST,Patriots D/ST,0,1,397,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,-16028,DST,Commanders D/ST,0,1,357,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0527,-16029,DST,Panthers D/ST,0,1,383,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0519,-16022,DST,Cardinals D/ST,0,1,319,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,-16006,DST,Cowboys D/ST,1,1,386,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0528,-16014,DST,Rams D/ST,0,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.6,0.9,0.2,17.7,NA,NA,NA,338.5,NA,7.7,NA,FantasyPros,0501,8030,DST,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.1,NA,0.4,0.7,0.2,18.8,NA,NA,NA,329.8,NA,7.6,NA,FantasyPros,0524,8170,DST,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,0.8,0.2,17.4,NA,NA,NA,324.2,NA,7.4,NA,FantasyPros,0526,8010,DST,Atlanta Falcons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.2,NA,0.4,0.6,0.2,19.4,NA,NA,NA,325.5,NA,7.4,NA,FantasyPros,0512,8150,DST,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.5,0.8,0.2,14.9,NA,NA,NA,316.8,NA,7.2,NA,FantasyPros,0523,8110,DST,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3,NA,0.5,0.8,0.2,19.7,NA,NA,NA,332.6,NA,7.2,NA,FantasyPros,0531,8020,DST,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.5,0.6,0.2,19.1,NA,NA,NA,325.8,NA,6.9,NA,FantasyPros,0506,8060,DST,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.1,NA,0.6,0.9,0.1,21.5,NA,NA,NA,362.1,NA,6.8,NA,FantasyPros,0515,8260,DST,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.9,NA,0.5,0.9,0.2,18.5,NA,NA,NA,333,NA,6.4,NA,FantasyPros,0502,8130,DST,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.5,0.6,0.2,19.2,NA,NA,NA,322,NA,6.4,NA,FantasyPros,0514,8250,DST,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.8,NA,0.5,0.9,0.1,21.9,NA,NA,NA,329.6,NA,6.1,NA,FantasyPros,0518,8230,DST,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,3.2,NA,0.5,0.7,0.1,20.5,NA,NA,NA,318.4,NA,6.1,NA,FantasyPros,0511,8090,DST,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.9,NA,0.5,0.7,0.1,20.8,NA,NA,NA,331.4,NA,6.1,NA,FantasyPros,0522,8100,DST,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.4,0.7,0.1,21.3,NA,NA,NA,319,NA,5.9,NA,FantasyPros,0532,8120,DST,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.5,NA,0.5,0.9,0.1,24.1,NA,NA,NA,376.5,NA,5.9,NA,FantasyPros,0516,8080,DST,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.5,0.7,0.2,20.2,NA,NA,NA,317.6,NA,5.8,NA,FantasyPros,0519,8000,DST,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,2.9,NA,0.5,0.7,0.1,24.8,NA,NA,NA,349.6,NA,5.8,NA,FantasyPros,0520,8310,DST,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.6,0.9,0.1,22.1,NA,NA,NA,327.6,NA,5.7,NA,FantasyPros,0525,8290,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.5,0.8,0.1,23.6,NA,NA,NA,341.6,NA,5.6,NA,FantasyPros,0530,8270,DST,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.5,1,0.1,24.3,NA,NA,NA,345.8,NA,5.6,NA,FantasyPros,0517,8200,DST,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.5,0.6,0.1,22.5,NA,NA,NA,358.8,NA,5.5,NA,FantasyPros,0503,8160,DST,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.4,NA,0.5,0.7,0.1,22.9,NA,NA,NA,339.5,NA,5.4,NA,FantasyPros,0528,8280,DST,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,1.9,NA,0.4,0.4,0.1,21.2,NA,NA,NA,323.9,NA,5.4,NA,FantasyPros,0513,8220,DST,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.4,NA,0.4,0.7,0.1,25.9,NA,NA,NA,372.4,NA,5.4,NA,FantasyPros,0507,8070,DST,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.6,0.8,0.1,22.1,NA,NA,NA,325.4,NA,5.4,NA,FantasyPros,0508,8300,DST,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.5,0.8,0.1,23.9,NA,NA,NA,344.2,NA,5.4,NA,FantasyPros,0505,8210,DST,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2,NA,0.4,0.5,0.1,20.9,NA,NA,NA,349.4,NA,5.1,NA,FantasyPros,0509,8140,DST,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.2,NA,0.4,0.6,0.1,27,NA,NA,NA,406.8,NA,5.1,NA,FantasyPros,0521,8050,DST,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,2,NA,0.6,1.1,0.1,26.4,NA,NA,NA,389.2,NA,5,NA,FantasyPros,0510,8240,DST,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.8,NA,0.5,0.6,0.1,25,NA,NA,NA,368,NA,4.8,NA,FantasyPros,0527,8040,DST,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.6,NA,0.5,0.7,0.1,27.2,NA,NA,NA,377.2,NA,4.7,NA,FantasyPros,0529,8190,DST,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.5,NA,0.4,0.7,0.1,31,NA,NA,NA,389.6,NA,4.1,NA,FantasyPros,0504,8180,DST,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1.2,0,3.7,NA,0.6,NA,0.4,15.4,NA,NA,NA,291.4,NA,16.4,NA,FantasySharks,0511,NA,D,"Broncos, Denver",NA,NA,NA,NA,@LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
