team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
SF,1,0,3.3,44.7,1.1,1.6,0.2,16.7,16.7,0,136,305,305,12.7,12.7,CBS,0530,1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.6,0,3.2,40.2,0.8,1.1,0.1,20.1,20.1,0,91,270,270,12.6,12.6,CBS,0504,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,0,2.2,40.7,0.6,0.8,0.2,17.6,17.6,0,113,296,296,12.2,12.2,CBS,0506,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.7,0,2.6,44.6,1.3,1.8,0.2,18.8,18.8,0,97,332,332,11.8,11.8,CBS,0525,1927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,0,3.4,41.6,0.5,0.6,0.2,18.7,18.7,0,92,321,321,11.6,11.6,CBS,0510,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1.2,0,3.8,43.1,0.9,1.2,0.2,21.1,21.1,0,100,337,337,11.2,11.2,CBS,0532,1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,0,3.1,40.4,0.6,0.8,0.1,19.6,19.6,0,89,320,320,10.5,10.5,CBS,0508,1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.8,0,1.6,41.7,1,1.3,0.2,19.3,19.3,0,77,319,319,10.4,10.4,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.9,0,3.6,43.2,0.9,1.3,0.2,24.9,24.9,0,153,327,327,10.4,10.4,CBS,0519,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.9,0,3,41.5,1,1.3,0.2,25.1,25.1,0,122,363,363,10,10,CBS,0516,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,0.1,3.1,42.6,0.9,1.2,0.2,22.2,22.2,0,128,302,302,9.9,9.9,CBS,0502,1912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1.1,0,2.4,43.7,0.9,1.2,0.2,21.8,21.8,0,98,351,351,9.6,9.6,CBS,0522,1910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.8,0,2.1,42,0.5,0.8,0.1,19.7,19.7,0,98,312,312,9.3,9.3,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1.1,0,2.6,40.9,0.6,0.8,0.2,22.9,22.9,0,119,328,328,9.2,9.2,CBS,0529,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.9,0,2.2,45,1,1.3,0.2,26.7,26.7,0,148,358,358,9.2,9.2,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,0,2.4,43.9,0.9,1.3,0.2,22.6,22.6,0,116,329,329,9,9,CBS,0526,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,0,2.1,44.5,0.9,1.3,0.2,26.5,26.5,0,139,390,390,8.9,8.9,CBS,0514,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.6,0,2.6,42.3,0.9,1.2,0.2,25.3,25.3,0,135,349,349,8.8,8.8,CBS,0531,1903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.8,0,2.6,45.7,0.7,1,0.2,22.5,22.5,0,103,320,320,8.8,8.8,CBS,0503,1915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.5,0,2.1,46.8,0.8,1.1,0.2,23.2,23.2,0,116,363,363,7.9,7.9,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.7,0,1.5,44.9,0.8,1.1,0.2,25.2,25.2,0,102,354,354,7.7,7.7,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.8,0,1.5,40.9,0.5,0.6,0.1,22,22,0,102,302,302,6.7,6.7,CBS,0527,1905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,-16018,DST,Saints D/ST,0,1,356,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,NA,2,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,-16033,DST,Ravens D/ST,1,1,398,398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0509,-16030,DST,Jaguars D/ST,1,1,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0526,-16001,DST,Falcons D/ST,1,1,329,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,-16006,DST,Cowboys D/ST,1,1,396,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,2,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,-16005,DST,Browns D/ST,1,1,297,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1,NA,3,56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0518,-16021,DST,Eagles D/ST,1,1,332,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1,NA,3,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,-16025,DST,49ers D/ST,1,1,368,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,1,NA,3,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0512,-16012,DST,Chiefs D/ST,0,1,317,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1,NA,2,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0515,-16026,DST,Seahawks D/ST,0,1,341,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,-16011,DST,Colts D/ST,1,1,329,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1,NA,2,68,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0524,-16016,DST,Vikings D/ST,1,1,353,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,NA,2,66,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0532,-16034,DST,Texans D/ST,0,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0522,-16008,DST,Lions D/ST,0,1,375,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,3,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,-16023,DST,Steelers D/ST,1,1,341,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,-16027,DST,Buccaneers D/ST,1,1,362,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0505,-16020,DST,Jets D/ST,0,1,307,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1,NA,3,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0504,-16017,DST,Patriots D/ST,0,1,285,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,-16015,DST,Dolphins D/ST,1,1,371,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,-16002,DST,Bills D/ST,0,1,327,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,-16009,DST,Packers D/ST,0,1,336,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0528,-16014,DST,Rams D/ST,0,1,346,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0517,-16019,DST,Giants D/ST,1,1,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0521,-16003,DST,Bears D/ST,1,1,324,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1,NA,2,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,-16028,DST,Commanders D/ST,0,1,325,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,2,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0506,-16004,DST,Bengals D/ST,0,1,323,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0508,-16010,DST,Titans D/ST,0,1,344,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0513,-16013,DST,Raiders D/ST,1,1,369,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,-16024,DST,Chargers D/ST,1,1,372,372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0527,-16029,DST,Panthers D/ST,0,1,337,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,1,NA,3,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0519,-16022,DST,Cardinals D/ST,0,1,347,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0511,-16007,DST,Broncos D/ST,1,1,339,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,4.8,NA,0.6,0.8,0.2,15.7,NA,NA,NA,294.1,NA,9.6,NA,FantasyPros,0518,8230,DST,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.4,NA,0.6,0.8,0.2,17.5,NA,NA,NA,303.5,NA,8.3,NA,FantasyPros,0505,8210,DST,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3,NA,0.6,0.8,0.2,18.2,NA,NA,NA,318.8,NA,7.9,NA,FantasyPros,0501,8030,DST,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.9,NA,0.5,0.7,0.2,17.9,NA,NA,NA,313.4,NA,7.7,NA,FantasyPros,0523,8110,DST,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.5,0.7,0.2,16.7,NA,NA,NA,306.9,NA,7.4,NA,FantasyPros,0512,8150,DST,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.5,0.9,0.2,15.1,NA,NA,NA,330.2,NA,7.2,NA,FantasyPros,0511,8090,DST,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.6,0.9,0.2,19.6,NA,NA,NA,300.6,NA,7.1,NA,FantasyPros,0507,8070,DST,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.8,0.2,18.4,NA,NA,NA,328.6,NA,7.1,NA,FantasyPros,0521,8050,DST,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.5,0.7,0.2,19.6,NA,NA,NA,338.9,NA,7.1,NA,FantasyPros,0532,8120,DST,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.3,NA,0.6,0.7,0.1,19.4,NA,NA,NA,320.2,NA,7.1,NA,FantasyPros,0520,8310,DST,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3,NA,0.6,0.9,0.2,20.6,NA,NA,NA,350,NA,6.8,NA,FantasyPros,0525,8290,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3,NA,0.6,0.8,0.2,21.5,NA,NA,NA,358.7,NA,6.7,NA,FantasyPros,0530,8270,DST,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.1,NA,0.5,0.8,0.2,21.1,NA,NA,NA,333.2,NA,6.5,NA,FantasyPros,0510,8240,DST,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3,NA,0.5,0.6,0.1,23.9,NA,NA,NA,340.8,NA,6.5,NA,FantasyPros,0519,8000,DST,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.5,1,0.2,23.1,NA,NA,NA,367.6,NA,6.2,NA,FantasyPros,0503,8160,DST,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.6,1.1,0.2,22.2,NA,NA,NA,329,NA,6.2,NA,FantasyPros,0502,8130,DST,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.5,0.7,0.2,21.9,NA,NA,NA,331.4,NA,6.1,NA,FantasyPros,0515,8260,DST,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.5,0.7,0.1,21.4,NA,NA,NA,339.9,NA,6,NA,FantasyPros,0508,8300,DST,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.6,1.2,0.2,23.6,NA,NA,NA,351.7,NA,6,NA,FantasyPros,0524,8170,DST,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2,NA,0.5,0.7,0.2,22,NA,NA,NA,365.2,NA,6,NA,FantasyPros,0522,8100,DST,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.5,0.8,0.2,22.8,NA,NA,NA,334.1,NA,5.9,NA,FantasyPros,0509,8140,DST,Jacksonville Jaguars,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.4,NA,0.5,0.8,0.1,25.1,NA,NA,NA,388.6,NA,5.9,NA,FantasyPros,0531,8020,DST,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.6,0.9,0.1,23.9,NA,NA,NA,393.2,NA,5.8,NA,FantasyPros,0516,8080,DST,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.2,NA,0.6,1,0.2,20.5,NA,NA,NA,334.9,NA,5.8,NA,FantasyPros,0526,8010,DST,Atlanta Falcons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.3,NA,0.6,0.9,0.1,26.7,NA,NA,NA,354.2,NA,5.8,NA,FantasyPros,0517,8200,DST,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.5,0.7,0.2,21.5,NA,NA,NA,340.3,NA,5.7,NA,FantasyPros,0528,8280,DST,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.7,0.1,23.7,NA,NA,NA,349.3,NA,5.7,NA,FantasyPros,0529,8190,DST,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.5,0.5,0.2,22.2,NA,NA,NA,332.8,NA,5.6,NA,FantasyPros,0527,8040,DST,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.4,NA,0.5,0.7,0.2,20.4,NA,NA,NA,299.1,NA,5.6,NA,FantasyPros,0504,8180,DST,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,1.7,NA,0.5,0.7,0.2,20,NA,NA,NA,318,NA,5.6,NA,FantasyPros,0506,8060,DST,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,1.8,NA,0.6,0.9,0.1,26.6,NA,NA,NA,373.2,NA,5.4,NA,FantasyPros,0514,8250,DST,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
