team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
JAC,0.6,0,1.5,44.5,0.9,1.2,0.2,24.7,24.7,0,108,381,381,7.7,7.7,CBS,0509,1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,0,2.2,42.4,0.8,1.1,0.1,24,24,0,129,339,339,7.6,7.6,CBS,0528,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.5,0,2.4,47.9,0.9,1.2,0.2,31.9,31.9,0,163,400,400,6.4,6.4,CBS,0524,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.9,0,1.7,44.1,0.7,1,0.2,29.6,29.6,0,128,384,384,6.1,6.1,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.4,0,1.6,43.7,0.7,1,0.1,27.6,27.6,0,123,384,384,4.4,4.4,CBS,0515,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0530,-16025,DST,49ers D/ST,0,1,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0510,-16023,DST,Steelers D/ST,1,1,353,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,NA,2,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0501,-16002,DST,Bills D/ST,0,1,352,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0529,-16018,DST,Saints D/ST,0,1,332,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0503,-16015,DST,Dolphins D/ST,0,1,333,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,NA,3,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0516,-16006,DST,Cowboys D/ST,1,1,321,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,1,NA,3,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0507,-16005,DST,Browns D/ST,0,1,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,NA,2,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0505,-16020,DST,Jets D/ST,0,1,352,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,1,NA,2,66,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0504,-16017,DST,Patriots D/ST,1,1,375,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0523,-16009,DST,Packers D/ST,1,1,310,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0527,-16029,DST,Panthers D/ST,0,1,348,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0506,-16004,DST,Bengals D/ST,1,1,355,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0520,-16028,DST,Commanders D/ST,0,1,334,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,1,NA,3,60,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0525,-16027,DST,Buccaneers D/ST,1,1,339,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1,NA,3,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0531,-16033,DST,Ravens D/ST,1,1,359,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,1,NA,3,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0518,-16021,DST,Eagles D/ST,1,1,373,373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0508,-16010,DST,Titans D/ST,0,1,363,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0515,-16026,DST,Seahawks D/ST,1,1,347,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0526,-16001,DST,Falcons D/ST,0,1,369,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0512,-16012,DST,Chiefs D/ST,1,1,365,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,1,NA,3,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0511,-16007,DST,Broncos D/ST,1,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1,NA,3,65,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0532,-16034,DST,Texans D/ST,0,1,338,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0509,-16030,DST,Jaguars D/ST,0,1,400,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,NA,2,59,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0514,-16024,DST,Chargers D/ST,1,1,342,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0502,-16011,DST,Colts D/ST,1,1,337,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,1,NA,2,61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0517,-16019,DST,Giants D/ST,1,1,312,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,1,NA,3,58,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0522,-16008,DST,Lions D/ST,0,1,360,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0524,-16016,DST,Vikings D/ST,0,1,378,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,1,NA,2,64,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0521,-16003,DST,Bears D/ST,0,1,343,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,1,NA,2,62,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0528,-16014,DST,Rams D/ST,0,1,374,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,1,NA,3,66,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0519,-16022,DST,Cardinals D/ST,0,1,341,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,1,NA,2,63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,ESPN,0513,-16013,DST,Raiders D/ST,0,1,389,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.7,NA,0.7,1.1,0.1,19.2,NA,NA,NA,309.3,NA,8.8,NA,FantasyPros,0525,8290,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0.1,3.3,NA,0.7,1.1,0.2,16.2,NA,NA,NA,292,NA,8.6,NA,FantasyPros,0516,8080,DST,Dallas Cowboys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.2,NA,0.5,0.9,0.2,16.6,NA,NA,NA,313.4,NA,8,NA,FantasyPros,0530,8270,DST,San Francisco 49ers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3.5,NA,0.5,0.8,0.1,19.9,NA,NA,NA,349.2,NA,7.9,NA,FantasyPros,0510,8240,DST,Pittsburgh Steelers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.8,NA,0.7,1,0.1,19.2,NA,NA,NA,309.6,NA,7.7,NA,FantasyPros,0517,8200,DST,New York Giants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3,NA,0.6,0.9,0.1,18.3,NA,NA,NA,315.2,NA,7.7,NA,FantasyPros,0511,8090,DST,Denver Broncos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.9,NA,0.5,0.7,0.1,18.3,NA,NA,NA,313,NA,7.6,NA,FantasyPros,0529,8190,DST,New Orleans Saints,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.8,NA,0.5,0.7,0.1,19.6,NA,NA,NA,296.1,NA,7.5,NA,FantasyPros,0507,8070,DST,Cleveland Browns,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.7,NA,0.6,0.9,0.1,19.9,NA,NA,NA,342.7,NA,7.5,NA,FantasyPros,0506,8060,DST,Cincinnati Bengals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3.6,NA,0.6,1,0.2,20.2,NA,NA,NA,335.4,NA,7.4,NA,FantasyPros,0518,8230,DST,Philadelphia Eagles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.5,NA,0.5,0.7,0.1,18.4,NA,NA,NA,333.8,NA,7.3,NA,FantasyPros,0501,8030,DST,Buffalo Bills,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,3.4,NA,0.6,0.9,0.1,20.9,NA,NA,NA,322.1,NA,6.9,NA,FantasyPros,0520,8310,DST,Washington Commanders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3.1,NA,0.7,0.9,0.1,20.1,NA,NA,NA,318.5,NA,6.9,NA,FantasyPros,0532,8120,DST,Houston Texans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.7,NA,0.6,0.9,0.1,21.3,NA,NA,NA,340.1,NA,6.6,NA,FantasyPros,0514,8250,DST,Los Angeles Chargers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,0.9,0.1,21.3,NA,NA,NA,312.7,NA,6.5,NA,FantasyPros,0502,8130,DST,Indianapolis Colts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.5,0.8,0.1,21,NA,NA,NA,359,NA,6.4,NA,FantasyPros,0504,8180,DST,New England Patriots,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3.2,NA,0.6,0.9,0.1,23,NA,NA,NA,341.9,NA,6.4,NA,FantasyPros,0531,8020,DST,Baltimore Ravens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.8,NA,0.5,0.8,0.1,21.3,NA,NA,NA,314.6,NA,6.4,NA,FantasyPros,0503,8160,DST,Miami Dolphins,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.6,1,0.1,21.8,NA,NA,NA,354.3,NA,6.3,NA,FantasyPros,0522,8100,DST,Detroit Lions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,3,NA,0.6,0.9,0.1,21.8,NA,NA,NA,324.4,NA,6.2,NA,FantasyPros,0519,8000,DST,Arizona Cardinals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.4,NA,0.7,1,0.1,22.4,NA,NA,NA,343.5,NA,6,NA,FantasyPros,0512,8150,DST,Kansas City Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.6,NA,0.6,0.8,0.1,20.8,NA,NA,NA,314.7,NA,6,NA,FantasyPros,0523,8110,DST,Green Bay Packers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.5,NA,0.5,0.7,0.1,23.8,NA,NA,NA,337.8,NA,5.9,NA,FantasyPros,0505,8210,DST,New York Jets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.6,NA,0.6,0.8,0.1,20.3,NA,NA,NA,328.2,NA,5.9,NA,FantasyPros,0527,8040,DST,Carolina Panthers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.7,NA,0.6,0.8,0.1,27.4,NA,NA,NA,371.6,NA,5.9,NA,FantasyPros,0524,8170,DST,Minnesota Vikings,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.6,0.8,0.1,22.6,NA,NA,NA,349.1,NA,5.9,NA,FantasyPros,0521,8050,DST,Chicago Bears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.7,0.1,26.6,NA,NA,NA,383.6,NA,5.7,NA,FantasyPros,0513,8220,DST,Las Vegas Raiders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.6,0.8,0.2,20.8,NA,NA,NA,348.4,NA,5.7,NA,FantasyPros,0526,8010,DST,Atlanta Falcons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.6,NA,0.5,0.7,0.1,22.8,NA,NA,NA,357.5,NA,5.7,NA,FantasyPros,0508,8300,DST,Tennessee Titans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,2.6,NA,0.5,0.7,0.1,24,NA,NA,NA,356.4,NA,5.6,NA,FantasyPros,0528,8280,DST,Los Angeles Rams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,2.1,NA,0.6,0.9,0.1,25,NA,NA,NA,364,NA,5.4,NA,FantasyPros,0515,8260,DST,Seattle Seahawks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
