player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Gardner Minshew,QB,IND,NA,32,20,217,NA,1,1,NA,2,8,NA,0,NA,NA,NA,4038524,ESPN,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,36,23,250,NA,1,1,NA,2,6,NA,0,NA,NA,NA,16757,ESPN,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4239086,ESPN,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14876,ESPN,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16760,ESPN,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,35,22,232,NA,1,1,NA,2,11,NA,0,NA,NA,NA,4685720,ESPN,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,32,19,203,NA,1,1,NA,3,18,NA,0,NA,NA,NA,4361259,ESPN,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,36,23,228,NA,1,1,NA,3,7,NA,0,NA,NA,NA,4241464,ESPN,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,QB,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4434153,ESPN,16384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13987,ESPN,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Rudolph,QB,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3116407,ESPN,13595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3059989,ESPN,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3722362,ESPN,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Boyle,QB,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3045169,ESPN,13873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3924327,ESPN,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16728,ESPN,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Logan Woodside,QB,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3042749,ESPN,13846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nathan Peterman,QB,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2972236,ESPN,13127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,35.5,24.1,280.3,NA,2,0.9,NA,5.9,35,NA,0.4,0.2,23.8,NA,17298,FantasyPros,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,38.1,25.7,271.4,NA,2.1,0.7,NA,3.8,15.3,NA,0.2,0.1,20.8,NA,19196,FantasyPros,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,30.5,20.7,208.5,NA,1.3,0.6,NA,9.2,51.1,NA,0.4,0.2,20.2,NA,17233,FantasyPros,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,35.6,24.2,273.3,NA,1.8,0.8,NA,4.5,18.3,NA,0.2,0.1,20.1,NA,18635,FantasyPros,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.9,23.7,254.3,NA,1.5,0.7,NA,5,27.9,NA,0.2,0.2,18.9,NA,19780,FantasyPros,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,33.8,23.2,258.6,NA,1.8,0.8,NA,4.1,17.8,NA,0.1,0.2,18.9,NA,15600,FantasyPros,12620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,37.8,25.7,295.9,NA,1.6,0.7,NA,2,5.6,NA,0.1,0.2,18.6,NA,15501,FantasyPros,12611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31,21.2,269.6,NA,1.6,0.9,NA,3.4,12.8,NA,0.2,0.2,18.2,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,30,19.8,223.6,NA,1.5,0.7,NA,4.6,32.8,NA,0.2,0.2,18.2,NA,18600,FantasyPros,14056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,33.4,20.8,265.7,NA,1.6,0.6,NA,2.7,10.3,NA,0.1,0.2,17.8,NA,23071,FantasyPros,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,36.4,24.2,258,NA,1.5,0.9,NA,4.2,17.6,NA,0.1,0.1,17.6,NA,23045,FantasyPros,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,34.3,22.2,242.4,NA,1.5,0.9,NA,3.1,13.2,NA,0.1,0.2,16.7,NA,11687,FantasyPros,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,MIN,NA,34.5,22.3,212,NA,1.3,0.8,NA,5.5,29.6,NA,0.2,0.3,16.6,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,33.6,21.9,233.9,NA,1.5,0.8,NA,4.1,16.4,NA,0.1,0.2,16.4,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,DEN,NA,32.3,20.8,219.3,NA,1.4,0.7,NA,4.1,21.4,NA,0.1,0.1,16.2,NA,11180,FantasyPros,10703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,30.6,18.9,228,NA,1.3,0.8,NA,3.8,15.5,NA,0.1,0.1,15.6,NA,22987,FantasyPros,16149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,IND,NA,31.6,20.2,234.7,NA,1.3,0.8,NA,3,10,NA,0.1,0.2,15.4,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,33.8,22.1,242.8,NA,1.4,0.7,NA,1.6,5,NA,0.1,0.1,15.3,NA,12092,FantasyPros,11644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,32,19.4,221.9,NA,1.2,0.9,NA,4,18.2,NA,0.1,0.2,15.3,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,QB,CLE,NA,30.9,19.7,209.1,NA,1.1,0.7,NA,5.4,24.4,NA,0.2,0.2,15.3,NA,16398,FantasyPros,13113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,ATL,NA,29.9,19.1,219.9,NA,1.2,0.8,NA,4,16.3,NA,0.1,0.1,15,NA,13932,FantasyPros,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,34.5,22.1,234.1,NA,1.3,0.8,NA,2.6,10.5,NA,0.1,0.2,14.9,NA,22900,FantasyPros,16148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,PIT,NA,31,19.4,210.5,NA,1.2,0.7,NA,4,15.6,NA,0.2,0.1,14.9,NA,22722,FantasyPros,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,33.7,22,221,NA,1.3,0.8,NA,2.6,9.4,NA,0.1,0.1,14.2,NA,20156,FantasyPros,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,30.9,18.6,205.8,NA,1,0.7,NA,3.8,16.6,NA,0.2,0.2,14,NA,22679,FantasyPros,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,CHI,NA,25.7,16.3,103.3,NA,0.7,0.5,NA,9.6,30.4,NA,0.2,0.2,9.9,NA,19781,FantasyPros,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,QB,CHI,NA,14.9,9.2,128.8,NA,0.7,0.7,NA,1.3,12.7,NA,0.1,0,9.3,NA,25321,FantasyPros,16384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aidan O'Connell,QB,LV,NA,32.1,20.3,146.3,NA,0.6,0.6,NA,2.9,8,NA,0.1,0.2,8.8,NA,24330,FantasyPros,16159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LV,NA,0,0,117.3,NA,0.7,0.5,NA,0,5.7,NA,0.1,0,7.7,NA,12208,FantasyPros,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,33.8,20.6,130.6,NA,0.4,0.8,NA,4.1,9,NA,0.1,0.1,7.1,NA,25746,FantasyPros,16441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaren Hall,QB,MIN,NA,17.3,10.7,110.2,NA,0.5,0.5,NA,1,4.3,NA,0,0,6.6,NA,24073,FantasyPros,16154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clayton Tune,QB,ARI,NA,15.8,9.3,68.6,NA,0.2,0.3,NA,1.3,3.6,NA,0,0,3.7,NA,25227,FantasyPros,16160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryan Tannehill,QB,TEN,NA,0,0,10.8,NA,0.1,0,NA,0,0.6,NA,0,0,0.7,NA,11174,FantasyPros,10697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P.J. Walker,QB,CLE,NA,0,0,13.4,NA,0,0.1,NA,0,0.1,NA,0,0,0.6,NA,16841,FantasyPros,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,0,0,11.5,NA,0,0,NA,0,0.1,NA,0,0,0.6,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,0,0,8.5,NA,0,0.1,NA,0,0,NA,0,0,0.5,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,NO,NA,0,0,10.4,NA,0,0,NA,0,0,NA,0,0,0.5,NA,13891,FantasyPros,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,0,0,8.1,NA,0,0,NA,0,0,NA,0,0,0.5,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,0,0,6,NA,0,0.1,NA,0,0.3,NA,0,0,0.4,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SF,NA,0,0,6.4,NA,0,0,NA,0,0,NA,0,0,0.4,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Browning,QB,CIN,NA,0,0,7.4,NA,0,0.1,NA,0,0,NA,0,0,0.4,NA,18557,FantasyPros,14358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,WAS,NA,0,0,6.9,NA,0,0,NA,0,0,NA,0,0,0.3,NA,15642,FantasyPros,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,0,0,6.4,NA,0,0,NA,0,0,NA,0,0,0.3,NA,22799,FantasyPros,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,0,0,6,NA,0,0,NA,0,0,NA,0,0,0.3,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,CAR,NA,0,0,5.4,NA,0,0,NA,0,0,NA,0,0,0.3,NA,9907,FantasyPros,10313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,DET,NA,0,0,6.2,NA,0,0,NA,0,0,NA,0,0,0.3,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Clifford,QB,GB,NA,0,0,6.4,NA,0,0,NA,0,0.1,NA,0,0,0.3,NA,20073,FantasyPros,16313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,0,0,5.8,NA,0,0,NA,0,0,NA,0,0,0.3,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Ehlinger,QB,IND,NA,0,0,4.1,NA,0,0,NA,0,0,NA,0,0,0.3,NA,19803,FantasyPros,15250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,0,0,4.8,NA,0,0,NA,0,0,NA,0,0,0.2,NA,24027,FantasyPros,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,DEN,NA,0,0,5.5,NA,0,0.1,NA,0,0,NA,0,0,0.2,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,0,0,4.6,NA,0,0,NA,0,0,NA,0,0,0.2,NA,18446,FantasyPros,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,BUF,NA,0,0,4.4,NA,0,0,NA,0,0,NA,0,0,0.2,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Boyle,QB,NYJ,NA,0,0,3.8,NA,0,0,NA,0,0,NA,0,0,0.2,NA,17801,FantasyPros,13873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,0,0,2.9,NA,0,0,NA,0,0,NA,0,0,0.1,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,0,0,2.9,NA,0,0,NA,0,0.1,NA,0,0,0.1,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,37.6,25.2,281,NA,2.2,0.8,NA,6.1,35,NA,0.7,0.2,29.3,NA,NA,FantasySharks,13589,DEN,0.7,0.9,0.3,0.1,0.1,0.2,1.4,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,38.8,25.9,284,NA,1.8,0.5,NA,1.7,3,NA,0.1,0.1,21.8,NA,NA,FantasySharks,12611,@LAC,0.8,0.2,0.3,0.2,0.2,0,1.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,38.1,25.7,259,NA,1.8,0.6,NA,3.9,12,NA,0.1,0.1,21.2,NA,NA,FantasySharks,14777,HOU,1,0.3,0.2,0,0.1,0.2,2.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,36.1,24.2,255,NA,1.6,0.6,NA,3.7,11,NA,0.2,0.1,20.7,NA,NA,FantasySharks,14779,DET,0.9,0.4,0,0.2,0,0,2.3,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,37.8,25.3,274,NA,1.7,0.7,NA,2.7,11,NA,0,0.2,20.7,NA,NA,FantasySharks,11150,WAS,0.7,0.5,0.3,0.2,0.1,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,28.6,19.3,250,NA,1.5,0.6,NA,3.1,11,NA,0.2,0.2,19.9,NA,NA,FantasySharks,15698,@JAC,0.7,0.3,0.2,0.3,0,0,1.7,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stroud, C.J.",QB,HOU,NA,32.3,19.9,248,NA,1.6,0.4,NA,2.4,9,NA,0.1,0.2,19.6,NA,NA,FantasySharks,16150,@CIN,0.6,0.4,0.3,0,0,0.3,2.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,26.1,17.6,190,NA,1,0.5,NA,9.5,52,NA,0.4,0.5,19.5,NA,NA,FantasySharks,13593,CLE,0.4,0.5,0.1,0,0,0,2.4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Howell, Sam",QB,WAS,NA,35.9,23.3,250,NA,1.4,1,NA,3.3,17,NA,0.1,0.1,19.3,NA,NA,FantasySharks,15693,@SEA,0.6,0.2,0.3,0.2,0,0,4.3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,30.8,20.8,226,NA,1.6,0.9,NA,3.9,16,NA,0.1,0.1,19.1,NA,NA,FantasySharks,12620,NYG,0.8,0.4,0.4,0.1,0,0,2.6,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
