team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,dst_int_tds,dst_ret_tds,dst_tackle
CHI,0.8,0,2.6,42,0.5,0.8,0.2,27,27,0,123,360,360,8.4,8.4,CBS,0521,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,0,1.8,40.6,0.9,1.2,0.2,25.1,25.1,0,117,349,349,8.4,8.4,CBS,0515,1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.5,0,1.9,43,1.1,1.5,0.2,24,24,0,129,358,358,8.3,8.3,CBS,0517,1918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1,0,2,46,0.5,0.7,0.2,24.2,24.2,0,96,378,378,8.2,8.2,CBS,0505,1919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,0,1.7,46,0.8,1.1,0.2,25.3,25.3,0,156,386,386,8.1,8.1,CBS,0519,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.9,0,1.8,44,0.6,0.9,0.2,25,25,0,92,367,367,8,8,CBS,0507,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.7,0,1.8,45.8,0.6,0.8,0.2,26.7,26.7,0,189,367,367,7.7,7.7,CBS,0514,1924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,0,2.1,44.4,0.7,0.9,0.2,30.6,30.6,0,132,393,393,7.1,7.1,CBS,0510,1922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,0,0.9,46.1,1,1.4,0.2,27.5,27.5,0,85,378,378,5.7,5.7,CBS,0526,1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.6,0,1.2,45.9,0.6,0.9,0.1,31.7,31.7,0,111,391,391,4.2,4.2,CBS,0513,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.2,0,3.3,NA,0.7,0.9,0.2,18.5,NA,NA,NA,294.4,NA,9.3,NA,FantasyPros,0524,8170,Minnesota Vikings,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.3,0,2.8,NA,0.6,0.9,0.2,15.2,NA,NA,NA,279.6,NA,8.7,NA,FantasyPros,0501,8030,Buffalo Bills,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0.1,2.7,NA,0.7,1.2,0.2,17.7,NA,NA,NA,310.7,NA,8.6,NA,FantasyPros,0525,8290,Tampa Bay Buccaneers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3.3,NA,0.6,1.1,0.2,19.7,NA,NA,NA,324,NA,8.4,NA,FantasyPros,0503,8160,Miami Dolphins,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,3,NA,0.6,0.9,0.2,15.3,NA,NA,NA,285.9,NA,8.1,NA,FantasyPros,0530,8270,San Francisco 49ers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,3,NA,0.6,0.9,0.2,16.9,NA,NA,NA,318.7,NA,8,NA,FantasyPros,0523,8110,Green Bay Packers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.6,NA,0.5,0.7,0.2,17,NA,NA,NA,312.5,NA,7.9,NA,FantasyPros,0509,8140,Jacksonville Jaguars,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.6,NA,0.7,1,0.2,18.3,NA,NA,NA,329,NA,7.7,NA,FantasyPros,0511,8090,Denver Broncos,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.5,NA,0.6,0.9,0.2,19.9,NA,NA,NA,344.1,NA,7.3,NA,FantasyPros,0529,8190,New Orleans Saints,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0.1,2.9,NA,0.6,1,0.2,20.3,NA,NA,NA,333.4,NA,7,NA,FantasyPros,0508,8300,Tennessee Titans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.6,0.8,0.2,19.4,NA,NA,NA,333.7,NA,7,NA,FantasyPros,0528,8280,Los Angeles Rams,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.1,0,2.7,NA,0.5,0.8,0.2,22.6,NA,NA,NA,345.4,NA,6.9,NA,FantasyPros,0516,8080,Dallas Cowboys,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.7,1.1,0.2,21,NA,NA,NA,353.2,NA,6.8,NA,FantasyPros,0512,8150,Kansas City Chiefs,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.6,NA,0.7,1,0.2,21.8,NA,NA,NA,338.6,NA,6.7,NA,FantasyPros,0518,8230,Philadelphia Eagles,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.5,NA,0.6,0.9,0.2,24,NA,NA,NA,361.8,NA,6.6,NA,FantasyPros,0506,8060,Cincinnati Bengals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.7,NA,0.6,0.9,0.2,22.9,NA,NA,NA,367.4,NA,6.6,NA,FantasyPros,0531,8020,Baltimore Ravens,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2.3,NA,0.6,1,0.2,24.7,NA,NA,NA,352.6,NA,6.4,NA,FantasyPros,0515,8260,Seattle Seahawks,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2.4,NA,0.6,0.9,0.2,22.8,NA,NA,NA,342.1,NA,6.3,NA,FantasyPros,0520,8310,Washington Commanders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1,0,2,NA,0.6,0.9,0.2,24.7,NA,NA,NA,347.9,NA,6.2,NA,FantasyPros,0522,8100,Detroit Lions,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0.1,2.4,NA,0.6,1,0.2,21.6,NA,NA,NA,339.3,NA,6.1,NA,FantasyPros,0502,8130,Indianapolis Colts,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.7,0.9,0.2,21.1,NA,NA,NA,342.9,NA,6,NA,FantasyPros,0527,8040,Carolina Panthers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.3,NA,0.6,0.8,0.2,24.9,NA,NA,NA,358.9,NA,6,NA,FantasyPros,0521,8050,Chicago Bears,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.9,0,2,NA,0.6,0.8,0.1,28.4,NA,NA,NA,379.9,NA,6,NA,FantasyPros,0510,8240,Pittsburgh Steelers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.7,1,0.2,24.9,NA,NA,NA,352.1,NA,5.9,NA,FantasyPros,0532,8120,Houston Texans,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.7,1.1,0.2,25.7,NA,NA,NA,383.2,NA,5.9,NA,FantasyPros,0519,8000,Arizona Cardinals,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.8,0.2,23.7,NA,NA,NA,364.2,NA,5.9,NA,FantasyPros,0505,8210,New York Jets,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2,NA,0.5,0.8,0.2,21.5,NA,NA,NA,352.5,NA,5.9,NA,FantasyPros,0504,8180,New England Patriots,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.1,NA,0.6,0.9,0.2,24.2,NA,NA,NA,369.2,NA,5.8,NA,FantasyPros,0507,8070,Cleveland Browns,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.8,0,2.2,NA,0.5,0.8,0.2,23.7,NA,NA,NA,353.2,NA,5.8,NA,FantasyPros,0514,8250,Los Angeles Chargers,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.5,0,2.1,NA,0.6,1.1,0.2,24.1,NA,NA,NA,357.6,NA,5.3,NA,FantasyPros,0517,8200,New York Giants,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.7,0,1.5,NA,0.6,1.1,0.2,27.4,NA,NA,NA,370.4,NA,5,NA,FantasyPros,0526,8010,Atlanta Falcons,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,0.6,0,1.7,NA,0.6,0.9,0.1,29.3,NA,NA,NA,384.8,NA,5,NA,FantasyPros,0513,8220,Las Vegas Raiders,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,1.2,0,3.2,NA,0.8,NA,0.2,16,NA,NA,NA,270,NA,14.7,NA,FantasySharks,0524,NA,"Vikings, Minnesota",D,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,1,0,3,NA,0.6,NA,0.3,14,NA,NA,NA,260,NA,14.4,NA,FantasySharks,0530,NA,"49ers, San Francisco",D,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1.4,0,3,NA,0.2,NA,0.3,19,NA,NA,NA,288,NA,14.3,NA,FantasySharks,0516,NA,"Cowboys, Dallas",D,@LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.9,0,3.6,NA,0.8,NA,0.1,14,NA,NA,NA,222,NA,14.2,NA,FantasySharks,0523,NA,"Packers, Green Bay",D,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1.4,0.2,3.5,NA,0.3,NA,0.1,14.2,NA,NA,NA,222.6,NA,14.2,NA,FantasySharks,0501,NA,"Bills, Buffalo",D,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,1.2,0,3.6,NA,1,NA,0.1,17.1,NA,NA,NA,304.6,NA,13.8,NA,FantasySharks,0525,NA,"Buccaneers, Tampa Bay",D,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,0,2.9,NA,0.8,NA,0.4,17.9,NA,NA,NA,301.2,NA,13.2,NA,FantasySharks,0503,NA,"Dolphins, Miami",D,@NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1,0,3.2,NA,0.6,NA,0.1,19.1,NA,NA,NA,316.1,NA,12,NA,FantasySharks,0508,NA,"Titans, Tennessee",D,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,0.6,0,2.5,NA,0.8,NA,0.3,19.5,NA,NA,NA,302.3,NA,11.9,NA,FantasySharks,0512,NA,"Chiefs, Kansas City",D,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.5,0.1,2.6,NA,0.7,NA,0,16.4,NA,NA,NA,268.7,NA,11.6,NA,FantasySharks,0511,NA,"Broncos, Denver",D,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,0.1,2.3,NA,0.7,NA,0.3,21.5,NA,NA,NA,325.8,NA,11.1,NA,FantasySharks,0515,NA,"Seahawks, Seattle",D,@NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.9,0,2.4,NA,0.5,NA,0.1,20,NA,NA,NA,333,NA,10.5,NA,FantasySharks,0528,NA,"Rams, Los Angeles",D,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,0,2.5,NA,0.6,NA,0.2,22.6,NA,NA,NA,342.6,NA,10.5,NA,FantasySharks,0518,NA,"Eagles, Philadelphia",D,@ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.9,0.1,1.9,NA,0.5,NA,0.1,20,NA,NA,NA,306,NA,10.1,NA,FantasySharks,0502,NA,"Colts, Indianapolis",D,@DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,1,0,2.6,NA,0.4,NA,0.1,26.3,NA,NA,NA,337.3,NA,10,NA,FantasySharks,0514,NA,"Chargers, Los Angeles",D,@CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1.2,0,2.1,NA,0.6,NA,0,20.2,NA,NA,NA,352.9,NA,9.9,NA,FantasySharks,0506,NA,"Bengals, Cincinnati",D,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,1,0,2.1,NA,0.3,NA,0.1,22.4,NA,NA,NA,337.8,NA,9.5,NA,FantasySharks,0509,NA,"Jaguars, Jacksonville",D,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,1.1,0,1.8,NA,0.5,NA,0.2,23.8,NA,NA,NA,384.3,NA,9.2,NA,FantasySharks,0531,NA,"Ravens, Baltimore",D,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,0.1,2.4,NA,0.4,NA,0.1,21.4,NA,NA,NA,318.3,NA,9.1,NA,FantasySharks,0521,NA,"Bears, Chicago",D,@MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.6,0,2.4,NA,0.5,NA,0,22,NA,NA,NA,333,NA,8.6,NA,FantasySharks,0529,NA,"Saints, New Orleans",D,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.5,0.1,2.2,NA,0.3,NA,0.1,23.8,NA,NA,NA,345.4,NA,8.5,NA,FantasySharks,0520,NA,"Commanders, Washington",D,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,1.2,0,2.5,NA,0.4,NA,0.1,27.7,NA,NA,NA,433.6,NA,8.5,NA,FantasySharks,0510,NA,"Steelers, Pittsburgh",D,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.8,0,1.9,NA,0.4,NA,0.2,23,NA,NA,NA,364,NA,8.5,NA,FantasySharks,0504,NA,"Patriots, New England",D,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,1.1,0,1.8,NA,0.2,NA,0.1,27.9,NA,NA,NA,371.5,NA,7.8,NA,FantasySharks,0505,NA,"Jets, New York",D,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.5,0,1.5,NA,0.3,NA,0.2,27.3,NA,NA,NA,377.2,NA,7.6,NA,FantasySharks,0527,NA,"Panthers, Carolina",D,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.9,0,2.3,NA,0.2,NA,0.1,25.3,NA,NA,NA,405.6,NA,7.3,NA,FantasySharks,0532,NA,"Texans, Houston",D,@JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,0,1.6,NA,0.3,NA,0.1,27,NA,NA,NA,379.3,NA,7.2,NA,FantasySharks,0507,NA,"Browns, Cleveland",D,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.9,0.1,1.2,NA,0.5,NA,0.2,27.6,NA,NA,NA,422,NA,7.1,NA,FantasySharks,0526,NA,"Falcons, Atlanta",D,@TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.4,0,2,NA,0.5,NA,0,22.5,NA,NA,NA,363.9,NA,7,NA,FantasySharks,0517,NA,"Giants, New York",D,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.4,0.1,1.7,NA,0.4,NA,0,24,NA,NA,NA,375,NA,6.3,NA,FantasySharks,0522,NA,"Lions, Detroit",D,@NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
